Item,price x1,price x10,price x100,chosen price,
Etoffe de Fantôme Maho Firefoux,554.0,559.5,586.66,586.66
Etoffe de Fantôme Pandikaze,1171.0,1289.5,1586.66,1586.66
Etoffe de Fantôme Pandore,33516.0,37909.9,0.0,37909.9
Etoffe de Fantôme Pandule,5368.0,6199.5,6486.66,6486.66
Etoffe de Fantôme Soryo Firefoux,3990.0,3999.6,0.0,3999.6
Etoffe de Fantôme Tanukouï San,17979.0,19500.0,0.0,19500.0
Etoffe de Fantôme Yokai Firefoux,88.0,99.8,975.0,975.0
Etoffe de Maître Pandore,187980.0,0.0,0.0,187980.0
Etoffe de Pandule,1100.0,1179.9,1188.88,1188.88
Etoffe des Héros,6800.0,6999.7,0.0,6999.7
Etoffe du Rat Blanc,161.0,174.4,150.0,150.0
Etoffe du Rat Noir,134.0,120.0,150.0,150.0
Etoffe du Wa Wabbit,89898.0,109999.7,0.0,109999.7
Etoffe de Meupette,2460.0,2000.0,0.0,2000.0
Etoffe de Yokai Firefoux,40.0,89.7,119.99,119.99
Etoffe Zoth,87.0,44.7,43.98,43.98
Etoffe de Soryo Firefoux,2989.0,3588.4,4000.0,4000.0
Etoffe Corailleuse,1800.0,3950.0,0.0,3950.0
Etoffe de Gourlo le Terrible,4298.0,7321.6,0.0,7321.6
Etoffe de Maho Firefoux,3990.0,4498.8,5499.88,5499.88
Etoffe du Meulou,6999.0,10147.7,0.0,10147.7
Etoffe de Pandore,49982.0,56999.8,0.0,56999.8
Etoffe de Sphincter Cell,199996.0,0.0,0.0,199996.0
Etoffe du Roissingue,1218.0,1247.3,0.0,1247.3
Etoffe Magique de Moon,29885.0,0.0,0.0,29885.0
Etoffe de Péki,94983.0,98998.9,0.0,98998.9
Etoffe Fantôme du Péki Garou,109998.0,110000.0,0.0,110000.0
Clochettes,499.0,899.1,0.0,899.1
Fleur de Kaliptus,30.0,15.0,9.93,9.93
Fleur de Lin,0.0,0.0,6.91,6.91
Rose démoniaque coupée,96.0,0.0,0.0,96.0
Fleur de Pissenlit Diabolique,39.0,29.9,24.96,24.96
Pétale de Rose Démoniaque,74.0,69.9,66.59,66.59
Fleur de Chanvre,0.0,17.6,11.95,11.95
Pétale de Tournesol Sauvage,45.0,39.7,42.95,42.95
Pétale de Trukikol,0.0,0.0,114.8,114.8
Pétale Magique du Tournesol Affamé,105.0,249.9,0.0,249.9
Fleur de Bulbiflore,8.0,14.9,4.89,4.89
Fleur de Blop Coco,34.0,1.4,0.97,0.97
Fleur de Blop Griotte,8.0,1.8,2.05,2.05
Fleur de Blop Indigo,2.0,1.7,0.73,0.73
Fleur de Blop Reinette,1.0,0.0,1.08,1.08
Pétale de Blop,2.0,0.0,1.0,1.0
Fleur de Blopignon,7.0,6.5,6.45,6.45
Orchidée Freyesque,0.0,9.9,10.5,10.5
Pétale Kouraçao,620.0,618.9,639.99,639.99
Pétale Malibout,59.0,78.2,87.93,87.93
Pétale Morito,34.0,159.9,170.0,170.0
Pétale Passaoh,89.0,57.1,99.98,99.98
Fleur de Gloutovore,140.0,119.2,129.91,129.91
Edelweiss,1679.0,55.0,13.96,13.96
Fleur de Gloutoblop,68.0,12.0,3.74,3.74
Fleur de Blop Coco Royal,877.0,1599.7,0.0,1599.7
Fleur de Blop Griotte Royal,587.0,0.0,0.0,587.0
Fleur de Blop Indigo Royal,898.0,1700.0,0.0,1700.0
Fleur de Blop Reinette Royal,995.0,0.0,0.0,995.0
Fleur de Blop Multicolore Royal,9.0,199.4,0.0,199.4
Aubergine,3999.0,250.0,0.0,250.0
Bananagrume,3.0,19.5,0.0,19.5
Cerise,0.0,0.0,9.98,9.98
Citron,92.0,1.7,1.39,1.39
Coque de Noix,999.0,999.6,0.0,999.6
Citrouillette,96.0,139.2,152.87,152.87
Fraise,9.0,0.0,9.89,9.89
Fruit de Palme,35.0,29.9,19.99,19.99
Noix de Kokoko,292.0,39.8,24.48,24.48
Noix de Kokoko Traumatisée,9597.0,0.0,0.0,9597.0
Gelée de Dégelée,5860.0,5880.0,0.0,5880.0
Gelée Sbihaine,3987.0,2999.8,0.0,2999.8
Gelée Bleutée,49.0,27.4,23.94,23.94
Gelée à la Menthe,110.0,75.0,76.88,76.88
Gelée à la Fraise,290.0,282.1,279.29,279.29
Gelée Citron,798.0,93.0,89.97,89.97
Gelée Bleutée Royale,4977.0,4999.8,0.0,4999.8
Gelée Menthe Royale,42.0,88.0,133.29,133.29
Gelée Fraise Royale,39.0,70.0,0.0,70.0
Gelée Citron Royale,2333.0,0.0,0.0,2333.0
Graine de Lin,0.0,38.0,38.0,38.0
Graine de Sésame,9.0,10.0,3.99,3.99
Graine de Pavot,89.0,19.9,30.89,30.89
Graine de Chanvre,500.0,358.1,50.0,50.0
Graine de Tournesol sauvage,9.0,13.8,9.98,9.98
CHELT,40.0,0.0,21.04,21.04
Noisette,50.0,19.7,6.39,6.39
Noix de Cajou,10.0,10.0,6.99,6.99
Noix de Pécan,0.0,7.9,6.99,6.99
Graine de scorbute,499.0,499.8,399.99,399.99
Graine de l'Abrakleur sombre,17.0,15.8,16.73,16.73
Graine de Pandouille,39.0,39.4,19.0,19.0
Laine du Boufcoul,148.0,149.7,169.67,169.67
Laine de Boufton Blanc,85.0,29.7,16.4,16.4
Laine de Boufton Noir,30.0,1.6,2.97,2.97
Laine de Bouftou,46.0,8.9,6.49,6.49
Laine du Chef de Guerre Bouftou,24.0,9.6,3.21,3.21
Laine de Bouftou Royal,1100.0,1298.7,0.0,1298.7
Laine du Trool Furieux,9095.0,11999.9,0.0,11999.9
Laine du Minotoror,1100.0,1239.1,1299.7,1299.7
Laine du Minotot,388.0,950.0,998.76,998.76
Feuille de Salace,400.0,3.2,0.99,0.99
Oignon,30.0,23.0,24.97,24.97
Pomme de Terre,100.0,179.6,0.0,179.6
Pommes de Terre épluchées,38.0,16.6,0.0,16.6
Citrouille,1688.0,1399.5,1490.0,1490.0
Cawotte,33.0,34.5,29.99,29.99
Oeil de Boufton,19.0,37.8,31.07,31.07
Oeil de Crabe,86.0,79.3,61.94,61.94
Oeil de Kwoan,19.0,6.5,2.42,2.42
Oeil de Bouftou,4.0,8.0,9.49,9.49
Oeil de Kolérat,150.0,196.8,149.87,149.87
Oeil de Corbac,44.0,48.6,43.09,43.09
Oeil du Milimulou,111.0,110.7,135.99,135.99
Oeil d'Ouginak,10.0,2.5,2.5,2.5
Oeil de Kanigrou,1699.0,1650.0,1850.0,1850.0
Oeil de Mulou,8.0,4.4,4.16,4.16
Oeil de Champmane,669.0,649.2,2000.0,2000.0
Oeil de Meulou,1100.0,2549.9,0.0,2549.9
Oeuf pourri,994.0,1799.8,507.77,507.77
Oeuf de Tofu,39.0,14.6,14.43,14.43
Oeuf d'Arakne Majeure,25.0,55.0,149.98,149.98
Oeuf de Dragoeuf Blanc,2574.0,2699.9,3199.96,3199.96
Oeuf de Dragoeuf de Saphir,4066.0,4249.6,4300.0,4300.0
Oeuf de Dragoeuf Doré,130.0,197.8,199.92,199.92
Oeuf de Dragoeuf Noir,190.0,199.3,210.0,210.0
Oreille de Kolérat,5.0,58.0,6.2,6.2
Oreilles du Tiwabbit,247.0,219.8,278.98,278.98
Oreille de Porkass,18.0,18.0,22.99,22.99
Oreilles de Loup,129.0,99.5,129.97,129.97
Oreille de Cochon de Lait,1.0,3.9,0.95,0.95
Oreille du Grand Pa Wabbit,166.0,189.7,190.0,190.0
Oreille de Kanigrou,37.0,9.6,5.83,5.83
Corne du Boufcoul,5.0,25.0,3.99,3.99
Cubitus de Momie Koalak,190.0,37.9,18.88,18.88
Fémur de Koalak Farouche,104.0,55.5,0.0,55.5
Fémur du Minotoror,20.0,66.4,75.51,75.51
Os de Mama Koalak,147.0,99.9,295.0,295.0
Os de Pékeualak,444.0,659.9,597.95,597.95
Os taillé,500.0,1974.3,0.0,1974.3
Tibia de Koalak Fossoyeur,96.0,62.5,29.74,29.74
Dent du Tofu Maléfique,5.0,1.4,1.5,1.5
Bec du Tofu,0.0,64.8,53.97,53.97
Pince du Crabe,28.0,15.7,8.2,8.2
Corne de Bouftou,85.0,16.3,16.37,16.37
Sabot de Bouftou,1.0,1.0,0.96,0.96
Dent de Serpentin,399.0,409.3,375.0,375.0
Défense du Sanglier,99.0,37.8,40.0,40.0
Dent Pointue,0.0,4.6,2.89,2.89
Crâne de chafer,74.0,98.0,129.97,129.97
Dent de Karne,3.0,0.0,1.25,1.25
Ongle de Chevaucheur de Karne,120.0,58.5,49.93,49.93
Pic du Prespic,64.0,36.3,41.77,41.77
Sabot de Chef de Guerre Bouftou,765.0,816.9,399.74,399.74
Corne de Chef de Guerre Bouftou,38.0,0.0,0.0,38.0
Croc Jaune,8.0,8.6,7.99,7.99
Dent de Chef de Guerre Bouftou,69.0,66.5,74.99,74.99
Dent de Dragodinde,285.0,280.0,249.93,249.93
Dent de Wabbit,0.0,14.9,6.98,6.98
Dent d'Ours,350.0,0.0,0.0,350.0
Os d'Ours,37.0,99.3,0.0,99.3
Os Invisible du Chafer Invisible,197.0,289.7,279.95,279.95
Bec du Kwak de Flamme,138.0,129.7,122.0,122.0
Bec du Kwak de Glace,898.0,739.8,990.0,990.0
Bec du Kwak de Terre,129.0,176.8,190.0,190.0
Bec du Kwak du Vent,69.0,49.9,439.99,439.99
Pic de Dragodinde,99.0,197.9,189.96,189.96
Pic de Dragodinde Rousse Sauvage,49.0,20.0,14.94,14.94
Dentier de Porkass,17.0,29.8,249.91,249.91
Dent en Or du Craqueleur,101.0,99.6,74.96,74.96
Côtes du Rib,60.0,57.5,78.97,78.97
Mâchoire de Rib,8.0,8.9,7.99,7.99
Colonne Vertébrale,595.0,600.0,1079.99,1079.99
Fémur du Chafer Archer,20.0,19.8,19.72,19.72
Os de Chafer,37.0,14.9,11.84,11.84
Os Surprise du Chafer Fantassin,1798.0,2439.8,2988.87,2988.87
Dent de Crocodaille,5.0,5.6,3.49,3.49
Os de Crocodaille,1297.0,1598.9,1499.97,1499.97
Pince de Scorbute,12.0,11.2,10.65,10.65
Coccyx du Corailleur,46.0,13.9,26.96,26.96
Côtes de Porkass,9.0,10.7,9.75,9.75
Ivoire,21.0,25.0,19.49,19.49
Pince de Crustorail,42.0,14.2,15.98,15.98
Dentier du Chafer d'élite,37.0,48.5,49.8,49.8
Fragment d'Os,221.0,488.5,0.0,488.5
Défense de Sanglier des Plaines,38.0,42.8,22.99,22.99
Sabot de Sanglier des Plaines,230.0,239.0,259.97,259.97
Corne de Dragoss Blanc,2218.0,3599.9,0.0,3599.9
Corne de Dragoss de Saphire,50.0,79.0,0.0,79.0
Corne de Dragoss Doré,7.0,4.4,9.0,9.0
Corne de Dragoss Noir,13.0,49.7,0.0,49.7
Crocs de Rats,6.0,2.0,2.0,2.0
Dent magique de Cooleuvre,43.0,99.9,149.99,149.99
Dents de Chef Crocodaille,60.0,35.0,42.84,42.84
Canine du Mulou,300.0,370.0,375.0,375.0
Corne de Dragoeuf Volant,22.0,15.0,28.97,28.97
Corne de Dragueuse,5.0,3.9,8.87,8.87
Crâne de Chef Crocodaille,2255.0,4089.7,0.0,4089.7
Crâne du Dragon Cochon,10.0,25.0,24.99,24.99
Défense de Dragon Cochon,1250.0,999.9,718.87,718.87
Ongle de Kanigrou,59.0,16.9,11.89,11.89
Vieil Os de Dragoeuf,49999.0,0.0,0.0,49999.0
Bec du Kido,30.0,69.2,68.98,68.98
Chicot du Flib,50.0,2.5,1.73,1.73
Corne de Dragoeuf Guerrier,997.0,840.0,0.0,840.0
Humérus du Sparo,2897.0,2399.7,2200.0,2200.0
Corne de Déminoboule,27.0,34.5,34.87,34.87
Corne de Mominotor,17.0,22.5,294.97,294.97
Cubitus du Rat Noir,1.0,1.0,1.28,1.28
Dent de Rat Blanc,40.0,55.0,3.0,3.0
Dent de Shin Larve,49998.0,0.0,0.0,49998.0
Os de Fantôme Léopardo,88.0,79.9,100.0,100.0
Os de Fantôme Maho Firefoux,4485.0,4999.9,0.0,4999.9
Os de Fantôme Pandikaze,17899.0,17777.6,0.0,17777.6
Os de Fantôme Pandore,598.0,688.5,0.0,688.5
Os de Fantôme Pandule,210.0,209.9,1999.99,1999.99
Os de Fantôme Soryo Firefoux,472.0,498.4,999.95,999.95
Os de Fantôme Tanukouï San,5489.0,6500.0,5555.55,5555.55
Os de Fantôme Yokai Firefoux,485.0,458.5,799.91,799.91
Rotule du Disciple Zoth,2180.0,2197.8,2899.98,2899.98
Tibia du Guerrier Zoth,213.0,149.9,588.87,588.87
Corne Brûlée du Minotoror,898.0,900.0,1199.97,1199.97
Sabot du Minotoror,58.0,40.0,107.93,107.93
Os de Chafer Maudit,30.0,64.6,88.78,88.78
Sacrum magistral,247.0,224.3,388.87,388.87
Canine de Démon,132.0,48.9,43.95,43.95
Corne en Platine de Palidane,53333.0,59999.7,0.0,59999.7
Dents de Meulou,95.0,119.6,166.63,166.63
Fémur de Sphincter Cell,170.0,118.9,0.0,118.9
Corne brisée de Crocabulia,391.0,513.1,500.0,500.0
Corne du Minotot,497.0,599.3,0.0,599.3
Dent de Crocabulia,60.0,38.0,97.74,97.74
Fémur du Minotot,699.0,1899.8,5000.0,5000.0
Sabot du Minotot,199.0,230.0,2750.0,2750.0
Défense Maléfique,1076.0,1589.7,998.88,998.88
Ongle Désincarné de Qu'Tan,99.0,89.8,99.54,99.54
Patte d'Arakne,42.0,42.5,49.89,49.89
Patte d'Arakne Magique,14.0,0.0,13.0,13.0
Patte d'ours,200.0,0.0,199.0,199.0
Patte de Prespic,78.0,159.0,89.99,89.99
Patte de Wabbit,6.0,0.0,1.71,1.71
Papatte de Croc Gland,298.0,323.0,319.93,319.93
Patte de Corbac,22.0,6.0,5.95,5.95
Patte de Scorbute,150.0,248.0,140.0,140.0
Patte d'Arakne Majeure,5.0,12.7,9.96,9.96
Patte d'Araknawa,4.0,13.0,14.91,14.91
Peau de Chevaucheur Koalak,21899.0,22499.9,0.0,22499.9
Peau de Drakoalak,4888.0,4888.6,4900.0,4900.0
Peau de Koalak Immature,348.0,499.9,0.0,499.9
Peau de Kraméléhon,322.0,298.7,279.93,279.93
Peau de Mandrine,108.0,79.0,64.98,64.98
Peau de Maître Koalak,600.0,640.0,639.99,639.99
Peau de Milimilou,10.0,29.0,0.0,29.0
Peau de Minoskito,470.0,298.6,288.74,288.74
Peau de Piralak,2200.0,1999.5,1999.98,1999.98
Peau de Larve Bleue,39.0,25.0,31.94,31.94
Peau de Larve Verte,10.0,12.0,8.0,8.0
Peau de Larve Verte Magique,695.0,999.7,444.44,444.44
Peau de Larve Orange,0.0,19.4,12.46,12.46
Ecaille poisseuse,22.0,22.9,7.64,7.64
Peau de Mob l'Eponge,1870.0,1948.7,2349.99,2349.99
Peau de serpentin,139.0,229.5,218.98,218.98
Peau de Trukikol,0.0,89.9,49.72,49.72
Peau de Gobelin,994.0,965.2,0.0,965.2
Peau de Kitsou Nae,42.0,19.6,18.86,18.86
Peau d'Ours,498.0,500.0,0.0,500.0
Ecaille de Crocodaille,65.0,79.5,70.93,70.93
Peau de Crocodaille,838.0,887.0,0.0,887.0
Peau de Chaman d'Egoutant,95.0,1.0,0.95,0.95
Peau de Léopardo,30.0,30.0,32.88,32.88
Peau de Pandikaze,10.0,5.9,3.47,3.47
Peau de Raul Mops,4000.0,4450.0,0.0,4450.0
Peau de Rat d'Egoutant,18.0,21.6,24.94,24.94
Ecaille de Dragoss Blanc,90.0,89.9,94.44,94.44
Ecaille de Dragoss de Saphire,31.0,47.9,31.9,31.9
Ecaille de Dragoss Doré,60.0,68.6,92.88,92.88
Ecaille de Dragoss Noir,190.0,199.8,187.4,187.4
Peau de Cochon de Farle,16.0,14.9,5.69,5.69
Peau de Don Dorgan,27.0,10.0,3.0,3.0
Peau de Don Duss Ang,38.0,15.0,18.89,18.89
Peau de Kitsou Nakwa,20.0,8.4,4.96,4.96
Peau de Cooleuvre,503.0,500.0,529.99,529.99
Ecaille de Chef Crocodaille,147.0,148.4,148.98,148.98
Peau de Chef Crocodaille,128.0,149.5,0.0,149.5
Peau de Dragoeuf Volant,78.0,69.8,69.94,69.94
Peau de Dragueuse,190.0,79.4,13.98,13.98
Peau de Kanigrou,223.0,290.0,299.97,299.97
Peau de Dragoeuf Guerrier,0.0,64.0,33.22,33.22
Peau de Kitsou Nere,5.0,19.3,6.76,6.76
Peau de Tanukouï San,149.0,150.0,11.98,11.98
Peau de Bworkette,64.0,54.0,39.0,39.0
Peau de Maître Pandore,569.0,547.7,540.0,540.0
Peau de Pandule,76.0,78.0,79.99,79.99
Peau de Rat Blanc,1986.0,1999.8,0.0,1999.8
Peau de Shin Larve,9839.0,10899.9,0.0,10899.9
Peau du Rat Noir,35.0,24.0,39.98,39.98
Peau de Yokai Firefoux,89.0,88.9,74.9,74.9
Peau de Kitsou Nufeu,5.0,19.8,10.96,10.96
Peau de Soryo Firefoux,1619.0,1649.7,1600.0,1600.0
Peau de Maho Firefoux,39.0,29.9,38.5,38.5
Peau Malodorante de Démon,14.0,13.7,14.42,14.42
Peau de Moon,1488.0,1450.0,0.0,1450.0
Peau de Pandore,977.0,700.0,800.0,800.0
Peau de Sphincter Cell,442.0,599.9,599.99,599.99
Peau du Rasboul Majeur,2014.0,2499.9,4999.99,4999.99
Peau de Bworker,969.0,1000.0,600.0,600.0
Peau de Crocabulia,0.0,22.9,19.9,19.9
Peau de Skeunk,629697.0,0.0,0.0,629697.0
Peau lacérée du Tynril,815.0,679.5,648.98,648.98
Feuille de Kaliptus,36.0,15.0,14.24,14.24
Herbe à chat,4999.0,0.0,0.0,4999.0
Immortelle,500.0,0.0,0.0,500.0
Orties,1650.0,0.0,0.0,1650.0
Verveine,1000.0,0.0,0.0,1000.0
Vieux Trèfle à 4 feuilles,499.0,799.5,0.0,799.5
Langue du Pissenlit Diabolique,24.0,9.0,7.86,7.86
Tige de Pissenlit Diabolique,10.0,3.9,10.48,10.48
Herbe Folle,18.0,8.0,7.99,7.99
Feuille de Tournesol Sauvage,40.0,38.4,51.89,51.89
Trèfle à 5 feuilles,134.0,10.0,2.99,2.99
Feuille de Fourbasse,130.0,108.1,118.88,118.88
Feuille de Menthe Sauvage,18.0,24.6,11.99,11.99
Feuille de Tronknyde,40.0,33.4,19.0,19.0
Bulbe Kouraçao,61.0,29.6,18.98,18.98
Bulbe Malibout,123.0,119.7,119.89,119.89
Bulbe Morito,79.0,77.0,124.84,124.84
Bulbe Passaoh,118.0,54.7,129.93,129.93
Feuille de Bulbuisson,26.0,40.0,25.5,25.5
Feuille de Kokoko,875.0,872.5,899.86,899.86
Feuille de Bambouto,0.0,14.4,8.79,8.79
Pousses de Bulbambou,7.0,89.8,9.86,9.86
Crinière fleurie,2892.0,2999.7,0.0,2999.7
Sépale de Nerbe,9.0,34.8,5.95,5.95
Bractée de Chiendent,34.0,35.0,69.8,69.8
Calice de Fécorce,138.0,79.9,79.99,79.99
Carpelle de Brouture,4.0,9.9,1.0,1.0
Etamine de Floribonde,5.0,8.9,6.25,6.25
Feuille de Blop Royal,1067.0,999.7,1359.99,1359.99
Feuille de Bambouto Sacré,118.0,199.3,248.48,248.48
Feuille de Blop Multicolore Royal,2990.0,3309.3,3200.0,3200.0
Pistil du Tynril,470.0,449.8,499.96,499.96
Plume de Buveur,370.0,390.0,589.95,589.95
Plume de Corbac Apprivoisé,598.0,664.1,599.95,599.95
Plume de Piou Bleu,120.0,130.0,135.3,135.3
Plume de Piou Jaune,100.0,127.1,120.0,120.0
Plume de Piou Rose,200.0,149.7,126.99,126.99
Plume de Piou Rouge,70.0,139.4,120.0,120.0
Plume de Piou Vert,70.0,109.7,126.99,126.99
Plume de Piou Violet,80.0,99.8,129.86,129.86
Plume du Serpiplume,9.0,10.8,9.77,9.77
Plume de Tofu Maléfique,49.0,59.7,49.0,49.0
Plumes de Tofu,89.0,13.4,12.65,12.65
Plume de Corbac,13.0,4.0,2.97,2.97
Plume du Batofu,994.0,0.0,0.0,994.0
Plume du Kwak de Flamme,1799.0,1688.9,1500.0,1500.0
Plume du Kwak de Glace,139.0,199.7,199.0,199.0
Plume du Kwak de Terre,0.0,0.0,429.98,429.98
Plume du Kwak de Vent,177.0,740.0,448.87,448.87
Plume Pointue de Kwak du Vent,53998.0,0.0,0.0,53998.0
Plume du Dernier Poolay,598.0,2799.6,0.0,2799.6
Plume Graisseuse du Tofu Ventripoten,92.0,49.9,98.74,98.74
Plume de fesse du Kido,92.0,19.9,29.93,29.93
Plume de Tofu Royal,5537.0,6899.8,0.0,6899.8
Plume du Maître Corbac,21997.0,27500.0,0.0,27500.0
Plume Vibrante du Tofu Royal,109994.0,0.0,0.0,109994.0
Plume nacrée d'Ilyzaelle,59999.0,65000.0,0.0,65000.0
Poil de Gamino,97.0,39.4,27.97,27.97
Poil de Péki,2537.0,1999.6,1450.0,1450.0
Poil de Renarbo,588.0,588.1,499.89,499.89
Poils de Barbe du Warko Marron,3896.0,4200.0,0.0,4200.0
Poils de Barbe du Warko Violet,9993.0,11110.7,0.0,11110.7
Poils de Koalak Forestier,798.0,1299.8,1199.99,1199.99
Poils de Koalak Griotte,80.0,99.9,1000.0,1000.0
Poils de Koalak Indigo,299.0,299.5,0.0,299.5
Poils de Koalak Koko,50.0,299.8,0.0,299.8
Poils de Koalak Reinette,49.0,49.9,59.97,59.97
Poils de souris,14.0,34.9,22.0,22.0
Poils de Black Tiwabbit,97.0,99.0,89.98,89.98
Poils du Sanglier,100.0,44.4,38.39,38.39
Poils Darits,747.0,997.7,0.0,997.7
Poils de Wabbit,0.0,9.9,4.74,4.74
Poils de Crocs Glands,9.0,9.4,1.99,1.99
Poils d'Ours,196.0,0.0,0.0,196.0
Poils du Milimulou,118.0,17.6,11.99,11.99
Poils de Barbe du Bwork Mage,4.0,2.9,2.94,2.94
Poils de Kitsou Nae,1376.0,1479.7,1379.97,1379.97
Poils de Barbe du Grand Pa Wabbit,0.0,79.3,74.69,74.69
Poils de Grand Pa Wabbit,59.0,53.4,6.0,6.0
Poils de Wo Wabbit,198.0,299.8,489.9,489.9
Poil de Chaman d'Egoutant,10.0,10.4,7.39,7.39
Poil de Rat Bontarien,222.0,297.9,327.6,327.6
Poil de Rat Brâkmarien,185.0,229.3,289.94,289.94
Poils de Pandikaze,2.0,1.9,1.93,1.93
Poil de Sanglier des Plaines,286.0,189.8,209.97,209.97
Poils de Léopardo,25.0,31.9,33.9,33.9
