Item Name,Total Price,Current Market Price,Margin,Resource Type 1,Unit Price 1,Quantity 1,Resource Cost 1,Resource Type 2,Unit Price 2,Quantity 2,Resource Cost 2,Resource Type 3,Unit Price 3,Quantity 3,Resource Cost 3,Resource Type 4,Unit Price 4,Quantity 4,Resource Cost 4
Bonnet Nufar,5846.86,15000.00,156.55%,Ongle de Kanigrou,11.89,20,237.80,Pince de Crustorail,15.98,10,159.80,Bulbe Passaoh,129.93,10,1299.30,Pétale Passaoh,99.98,2,199.96,Etoffe Corailleuse,3950.00,1,3950.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Bonnet Spairance,5744.28,3090.00,-46.21%,Pointe de Flèche du Bwork Archer,2.88,16,46.08,Bulbe Morito,124.84,10,1248.40,Pince de Crustorail,15.98,10,159.80,Pétale Morito,170.00,2,340.00,Etoffe Corailleuse,3950.00,1,3950.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Bonnet Toual,5707.88,4499.00,-21.18%,Bulbe Morito,124.84,10,1248.40,Pince de Crustorail,15.98,10,159.80,Oeil de Kwoan,2.42,4,9.68,Pétale Morito,170.00,2,340.00,Etoffe Corailleuse,3950.00,1,3950.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape Akwadala,920.58,799.00,-13.21%,Artefact Pandawushu Eau,11.90,50,595.00,Fleur de Bulbiflore,4.89,10,48.90,Poils de Pandikaze,1.93,10,19.30,Pousses de Bulbambou,9.86,8,78.88,Feuille de Bulbuisson,25.50,7,178.50,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape Bouffante,1134.20,769.00,-32.20%,Laine de Bouftou,6.49,80,519.20,Laine de Boufton Blanc,16.40,30,492.00,Laine de Boufton Noir,2.97,30,89.10,Laine du Chef de Guerre Bouftou,3.21,10,32.10,Langue de Chef de Guerre Bouftou,1.80,1,1.80,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape Hilère,2087.13,N/A,N/A,Laine de Bouftou,6.49,20,129.80,Laine de Boufton Blanc,16.40,10,164.00,Teinture Magique de Rougeur,419.94,1,419.94,Laine de Bouftou Royal,1298.70,1,1298.70,Poils de Barbe du Grand Pa Wabbit,74.69,1,74.69,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape Huccino,20504.56,28000.00,36.55%,Teinture Magique Sombre,1250.00,10,12500.00,Queue de Chef de Guerre Bouftou,77.00,3,231.00,Poils de Kitsou Nae,1379.97,3,4139.91,Poils de Kitsou Nere,1209.93,3,3629.79,Poils de Pandikaze,1.93,2,3.86,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape Maimpa,1891.49,13000.00,587.29%,Oreilles de Loup,129.97,10,1299.70,Queue de Kolérat,55.40,8,443.20,Poils de Wabbit,4.74,4,18.96,Poil d'Ouginak,19.91,4,79.64,Queue de Croc Gland,49.99,1,49.99,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape Maj'Hic,3053.88,N/A,N/A,Plumes de Tofu,12.65,20,253.00,Laine de Boufton Blanc,16.40,20,328.00,Poils de Black Tiwabbit,89.98,5,449.90,Poils du Milimulou,11.99,2,23.98,Teinture Magique Bleutée,1999.00,1,1999.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape Rice,1463.45,N/A,N/A,Laine de Boufton Blanc,16.40,20,328.00,Laine de Bouftou,6.49,20,129.80,Poils du Sanglier,38.39,5,191.95,Poils de Wabbit,4.74,5,23.70,Teinture Magique Verdâtre,790.00,1,790.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape de Bou,1259.75,7999.00,534.97%,Boue du Boo,2.57,50,128.50,Main de Boo,2.95,10,29.50,Fibre de Lin,20.00,5,100.00,Fibre de Chanvre,1.85,1,1.85,Coeur de Boue du Boo,999.90,1,999.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape du Coq Hû,8881.75,22222.00,150.20%,Teinture Magique Bleutée,1999.00,4,7996.00,Plume du Kwak de Glace,199.00,4,796.00,Queue du Mulou,9.91,1,9.91,Poils du Meulou,65.98,1,65.98,Cocon de Ver à Soie,13.86,1,13.86,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape du Mulou Fou,2083.97,4999.00,139.88%,Poils du Mulou,39.96,10,399.60,Canine du Mulou,375.00,1,375.00,Queue du Mulou,9.91,1,9.91,Teinture Magique Sombre,1250.00,1,1250.00,Griffe du Mulou,49.46,1,49.46,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape du Prespic,1496.51,990.00,-33.85%,Patte de Prespic,89.99,15,1349.85,Queue de Prespic,9.99,3,29.97,Estomac de Prespic,9.98,1,9.98,Etoffe du Prespic,64.94,1,64.94,Pic du Prespic,41.77,1,41.77,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Capuche Apin,10859.06,15995.00,47.30%,Canine du Mulou,375.00,14,5250.00,Bulbe Passaoh,129.93,10,1299.30,Pince de Crustorail,15.98,10,159.80,Pétale Passaoh,99.98,2,199.96,Etoffe Corailleuse,3950.00,1,3950.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Casque Keutumedi,5717.04,25000.00,337.29%,Bulbe Kouraçao,18.98,10,189.80,Pince de Crustorail,15.98,10,159.80,Pétale Kouraçao,639.99,2,1279.98,Moustache du Mufafah,68.73,2,137.46,Etoffe Corailleuse,3950.00,1,3950.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Casque du Craqueleur,1992.50,797.00,-60.00%,Dent en Or du Craqueleur,74.96,20,1499.20,Silex,8.77,16,140.32,Charbon,24.33,12,291.96,Pierre du Craqueleur,9.84,6,59.04,Coeur de Craqueleur,0.99,2,1.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Champo,4636.30,29999.00,547.05%,Epine du Champ Champ,18.98,50,949.00,Champignon,22.00,50,1100.00,Feuille de Tournesol Sauvage,51.89,20,1037.80,Champignon Luidegît,800.00,1,800.00,Chanvre Euphorique,749.50,1,749.50,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Chapeau Akwadala,1744.56,995.00,-42.97%,Artefact Pandawushu Eau,11.90,50,595.00,Peau de Kitsou Nakwa,4.96,4,19.84,Poils de Kitsou Nakwa,368.97,3,1106.91,Poils de Pandule,20.88,1,20.88,Poils de Pandikaze,1.93,1,1.93,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Chapeau Grave,5716.20,9800.00,71.44%,Dent du Tofu Maléfique,1.50,12,18.00,Bulbe Morito,124.84,10,1248.40,Pince de Crustorail,15.98,10,159.80,Pétale Morito,170.00,2,340.00,Etoffe Corailleuse,3950.00,1,3950.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Chapeau Lithique,7177.58,11000.00,53.25%,Poil de Kanigrou,79.90,20,1598.00,Pince de Crustorail,15.98,10,159.80,Bulbe Kouraçao,18.98,10,189.80,Pétale Kouraçao,639.99,2,1279.98,Etoffe Corailleuse,3950.00,1,3950.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Chapeau Taufeu,5612.66,15399.00,174.36%,Pince de Crustorail,15.98,10,159.80,Bulbe Passaoh,129.93,10,1299.30,Langue de Chef de Guerre Bouftou,1.80,2,3.60,Pétale Passaoh,99.98,2,199.96,Etoffe Corailleuse,3950.00,1,3950.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Chapeau Tyron,5515.40,8497.00,54.06%,Boue du Boo,2.57,12,30.84,Bulbe Malibout,119.89,10,1198.90,Pince de Crustorail,15.98,10,159.80,Pétale Malibout,87.93,2,175.86,Etoffe Corailleuse,3950.00,1,3950.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Choipo Podlard,1346.30,2998.00,122.68%,Laine de Boufton Noir,2.97,10,29.70,Laine de Bouftou,6.49,10,64.90,Laine de Boufton Blanc,16.40,10,164.00,Ficelle en Lin,9.00,10,90.00,Poils Darits,997.70,1,997.70,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Coiffe de Robbie Capuche,5544.56,6000.00,8.21%,Pince de Crustorail,15.98,10,159.80,Bandeau du Black Tiwabbit,6.00,10,60.00,Bulbe Malibout,119.89,10,1198.90,Pétale Malibout,87.93,2,175.86,Etoffe Corailleuse,3950.00,1,3950.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Coiffe du Boufcoul,1804.59,9999.00,454.09%,Cuir de Bouftou,13.83,30,414.90,Laine de Bouftou,6.49,30,194.70,Laine du Boufcoul,169.67,3,509.01,Cuir du Boufcoul,18.99,2,37.98,Coiffe du Bouftou,648.00,1,648.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Corbacape,4636.35,9998.00,115.64%,Patte de Corbac,5.95,100,595.00,Plume de Corbac,2.97,100,297.00,Oeil de Corbac,43.09,15,646.35,Teinture Magique Sombre,1250.00,2,2500.00,Cape du Corbac,598.00,1,598.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Corbacoiffe,1794.44,999.00,-44.33%,Patte de Corbac,5.95,45,267.75,Plume de Corbac,2.97,40,118.80,Oeil de Corbac,43.09,1,43.09,Coeur de Brandon,114.80,1,114.80,Teinture Magique Sombre,1250.00,1,1250.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Craquelocape,3371.77,790.00,-76.57%,Dent en Or du Craqueleur,74.96,20,1499.20,Silex,8.77,17,149.09,Charbon,24.33,16,389.28,Pierre du Craqueleur,9.84,5,49.20,Pierre de Diamant,1285.00,1,1285.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Dantgoule,4333.11,6996.00,61.45%,Ficelle en Lin,9.00,10,90.00,Slip en cuir du Chafer Lancier,279.84,5,1399.20,Cuir du Chef de Guerre Bouftou,6.95,1,6.95,Cuir de Sanglier,36.97,1,36.97,Potion Dantegoulesque,2799.99,1,2799.99,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Dora,1764.46,3000.00,70.02%,Ficelle en Lin,9.00,10,90.00,Bois de Charme,129.90,2,259.80,Bois de Châtaignier,14.99,2,29.98,Laine de Bouftou Royal,1298.70,1,1298.70,Osier Enchanté,85.98,1,85.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Dora Sombre de Brave,57580.70,199999.00,247.34%,Ecorce d'Abraknyde Sombre,99.98,20,1999.60,Ficelle en Lin,9.00,20,180.00,Linceul,11000.00,5,55000.00,Osier Sombre,111.10,1,111.10,Tissu Sombre,290.00,1,290.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Dragocoiffe Blanche,17466.52,25000.00,43.13%,Coquille de Dragoeuf Blanc,16.49,10,164.90,Laine de Boufton Blanc,16.40,10,164.00,Oeuf de Dragoeuf Blanc,3199.96,5,15999.80,Peau de serpentin,218.98,5,1094.90,Cuir de Sanglier des Plaines,42.92,1,42.92,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Fourbacapa,10764.46,2000000.00,18479.66%,Feuille de Fourbasse,118.88,30,3566.40,Pétale de Trukikol,114.80,20,2296.00,Peau de Trukikol,49.72,8,397.76,Feuille de Kokoko,899.86,5,4499.30,Kole,1.00,5,5.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Fourbacoiffe,8289.24,N/A,N/A,Pétale de Trukikol,114.80,35,4018.00,Feuille de Fourbasse,118.88,35,4160.80,Bourgeon de Fourbasse,0.50,12,6.00,Kole,1.00,5,5.00,Peau de Trukikol,49.72,2,99.44,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Goyave,3460.74,49000.00,1315.88%,Pousses de Bulbambou,9.86,20,197.20,Fleur de Bulbiflore,4.89,20,97.80,Feuille de Bulbuisson,25.50,20,510.00,Peau de Cooleuvre,529.99,5,2649.95,Poils de Pandikaze,1.93,3,5.79,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Gulliver,9813.20,14999.00,52.85%,Oreille de Porkass,22.99,30,689.70,Oreille du Grand Pa Wabbit,190.00,30,5700.00,Oreille de Cochon de Lait,0.95,30,28.50,Oreilles de Loup,129.97,25,3249.25,Oreille de Kanigrou,5.83,25,145.75,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Kraignosse,1921.66,N/A,N/A,Bandelettes,36.95,20,739.00,Corne de Chef de Guerre Bouftou,38.00,2,76.00,Kobalite,480.00,2,960.00,Kriptonite,39.89,2,79.78,Chaîne de l'Ouginak,66.88,1,66.88,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Kwakoiffe de Flammes,78448.28,N/A,N/A,Plume du Kwak de Flamme,1500.00,50,75000.00,Poils de Wo Wabbit,489.90,6,2939.40,Poils de Grand Pa Wabbit,6.00,4,24.00,Poil de Sanglier des Plaines,209.97,2,419.94,Etoffe du Prespic,64.94,1,64.94,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Kwakoiffe de Glace,13398.28,28300.00,111.22%,Plume du Kwak de Glace,199.00,50,9950.00,Poils de Wo Wabbit,489.90,6,2939.40,Poils de Grand Pa Wabbit,6.00,4,24.00,Poil de Sanglier des Plaines,209.97,2,419.94,Etoffe du Prespic,64.94,1,64.94,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Kwakoiffe de Terre,24947.28,30000.00,20.25%,Plume du Kwak de Terre,429.98,50,21499.00,Poils de Wo Wabbit,489.90,6,2939.40,Poils de Grand Pa Wabbit,6.00,4,24.00,Poil de Sanglier des Plaines,209.97,2,419.94,Etoffe du Prespic,64.94,1,64.94,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Kwakoiffe du Vent,25891.78,24500.00,-5.38%,Plume du Kwak de Vent,448.87,50,22443.50,Poils de Wo Wabbit,489.90,6,2939.40,Poils de Grand Pa Wabbit,6.00,4,24.00,Poil de Sanglier des Plaines,209.97,2,419.94,Etoffe du Prespic,64.94,1,64.94,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Kwape de Flammes,75168.96,99999.00,33.03%,Plume du Kwak de Flamme,1500.00,50,75000.00,Plumes de Tofu,12.65,5,63.25,Plume de Tofu Maléfique,49.00,2,98.00,Poils de Wabbit,4.74,1,4.74,Plume de Corbac,2.97,1,2.97,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Kwape de Glace,10118.96,92500.00,814.13%,Plume du Kwak de Glace,199.00,50,9950.00,Plumes de Tofu,12.65,5,63.25,Plume de Tofu Maléfique,49.00,2,98.00,Plume de Corbac,2.97,1,2.97,Poils de Wabbit,4.74,1,4.74,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Kwape de Terre,21667.96,25000.00,15.38%,Plume du Kwak de Terre,429.98,50,21499.00,Plumes de Tofu,12.65,5,63.25,Plume de Tofu Maléfique,49.00,2,98.00,Plume de Corbac,2.97,1,2.97,Poils de Wabbit,4.74,1,4.74,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Kwape du Vent,22612.46,55000.00,143.23%,Plume du Kwak de Vent,448.87,50,22443.50,Plumes de Tofu,12.65,5,63.25,Plume de Tofu Maléfique,49.00,2,98.00,Plume de Corbac,2.97,1,2.97,Poils de Wabbit,4.74,1,4.74,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
La Guenille,11333.87,20000.00,76.46%,Fibre de Lin,20.00,10,200.00,Teinture Magique Sombre,1250.00,4,5000.00,Teinture Magique Bleutée,1999.00,3,5997.00,Tissu Pourpre,5.94,2,11.88,Fil Résistant,124.99,1,124.99,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
La Mokette,1813.37,6998.00,285.91%,Poils du Milimulou,11.99,6,71.94,Plume du Kwak de Terre,429.98,4,1719.92,Laine du Chef de Guerre Bouftou,3.21,3,9.63,Poils de Barbe du Bwork Mage,2.94,2,5.88,Poils de Grand Pa Wabbit,6.00,1,6.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Larvacoiffe,2607.43,4998.00,91.68%,Poudre de Perlinpainpain,1.20,40,48.00,Peau de Larve Orange,12.46,18,224.28,Peau de Larve Bleue,31.94,14,447.16,Peau de Larve Verte,8.00,11,88.00,Petite Perle Dorée,1799.99,1,1799.99,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Le Ours,45863.37,N/A,N/A,Poils de Black Tiwabbit,89.98,5,449.90,Poil de Kanigrou,79.90,5,399.50,Linceul,11000.00,4,44000.00,Ours Déchiqueté,990.00,1,990.00,Fil de Soie,23.97,1,23.97,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Masque Tromatisant,10535.70,40000.00,279.66%,Noix de Kokoko,24.48,10,244.80,Ficelle en Lin,9.00,10,90.00,Poils de souris,22.00,10,220.00,Poils du Sanglier,38.39,10,383.90,Noix de Kokoko Traumatisée,9597.00,1,9597.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Masque de Bouftou d'Halouine,21716.90,5000.00,-76.98%,Bave de Bouftou,6.91,150,1036.50,Laine de Bouftou,6.49,100,649.00,Cuir de Bouftou,13.83,80,1106.40,Orbe Fantosmyque,161.00,25,4025.00,Citrouille,1490.00,10,14900.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Masque de Sanglier d'Halouine,23524.25,15000.00,-36.24%,Cuir de Sanglier,36.97,45,1663.65,Poils du Sanglier,38.39,40,1535.60,Défense du Sanglier,40.00,35,1400.00,Orbe Fantosmyque,161.00,25,4025.00,Citrouille,1490.00,10,14900.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Masque de Tofu d'Halouine,23176.15,29900.00,29.01%,Plumes de Tofu,12.65,60,759.00,Oeuf de Tofu,14.43,55,793.65,Bec du Tofu,53.97,50,2698.50,Orbe Fantosmyque,161.00,25,4025.00,Citrouille,1490.00,10,14900.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Sac du Grand Récolteur,544.48,1948.00,257.77%,Laine de Bouftou,6.49,20,129.80,Plumes de Tofu,12.65,20,253.00,Poils de Barbe du Grand Pa Wabbit,74.69,2,149.38,Poils de Barbe du Bwork Mage,2.94,2,5.88,Laine du Chef de Guerre Bouftou,3.21,2,6.42,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Scaracape Blanche,1663.85,699.00,-57.99%,Antenne du Scarafeuille blanc,10.69,30,320.70,Fruit de Palme,19.99,10,199.90,Ailes de Scarafeuille blanc,135.95,6,815.70,Carapace de Scarafeuille Blanc,6.90,4,27.60,Huile de Palme,299.95,1,299.95,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Scaracape Bleue,2506.25,1885.00,-24.79%,Antenne du Scarafeuille bleu,8.84,30,265.20,Fruit de Palme,19.99,10,199.90,Ailes de Scarafeuille bleu,287.54,6,1725.24,Carapace de Scarafeuille Bleu,3.99,4,15.96,Huile de Palme,299.95,1,299.95,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Scaracape Rouge,2327.65,798.00,-65.72%,Antenne du Scarafeuille rouge,5.00,30,150.00,Fruit de Palme,19.99,10,199.90,Ailes de Scarafeuille rouge,147.70,6,886.20,Carapace de Scarafeuille Rouge,197.90,4,791.60,Huile de Palme,299.95,1,299.95,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Scaracape Verte,1426.67,1900.00,33.18%,Antenne du Scarafeuille vert,10.13,30,303.90,Fruit de Palme,19.99,10,199.90,Ailes de Scarafeuille vert,99.34,6,596.04,Carapace de Scarafeuille Vert,6.72,4,26.88,Huile de Palme,299.95,1,299.95,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Scaracoiffe Blanche,2361.43,900.00,-61.89%,Antenne du Scarafeuille blanc,10.69,40,427.60,Fruit de Palme,19.99,12,239.88,Ailes de Scarafeuille blanc,135.95,10,1359.50,Carapace de Scarafeuille Blanc,6.90,5,34.50,Huile de Palme,299.95,1,299.95,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Scaracoiffe Bleue,3788.78,1992.00,-47.42%,Antenne du Scarafeuille bleu,8.84,40,353.60,Fruit de Palme,19.99,12,239.88,Ailes de Scarafeuille bleu,287.54,10,2875.40,Carapace de Scarafeuille Bleu,3.99,5,19.95,Huile de Palme,299.95,1,299.95,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Scaracoiffe Rouge,3206.33,1250.00,-61.01%,Antenne du Scarafeuille rouge,5.00,40,200.00,Fruit de Palme,19.99,12,239.88,Ailes de Scarafeuille rouge,147.70,10,1477.00,Carapace de Scarafeuille Rouge,197.90,5,989.50,Huile de Palme,299.95,1,299.95,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Shako,10995.40,N/A,N/A,Os de Chafer,11.84,10,118.40,Os Invisible du Chafer Invisible,279.95,5,1399.75,Os de Crocodaille,1499.97,4,5999.88,Fragment d'Os,488.50,1,488.50,Os Surprise du Chafer Fantassin,2988.87,1,2988.87,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Toady,12676.80,299.00,-97.64%,Champignon,22.00,110,2420.00,Epine du Champ Champ,18.98,110,2087.80,Champignon Luidegît,800.00,10,8000.00,Champcoiffe,25.00,1,25.00,Cape du Champ Champ,144.00,1,144.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Végacoiffe,6902.02,N/A,N/A,Fleur de Lin,6.91,25,172.75,Trèfle à 5 feuilles,2.99,15,44.85,Orchidée Freyesque,10.50,15,157.50,Edelweiss,13.96,2,27.92,Coiffe Champêtre,6499.00,1,6499.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Ailes en bois améliorées,1976.91,2992.00,51.35%,Etoffe de Ouassingue,38.97,1,38.97,Aile du Bitouf des plaines,26.48,1,26.48,Ailes en bois,1897.00,1,1897.00,Duvet du Kilibriss,14.46,1,14.46,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape Edépée,756.62,2600.00,243.63%,Laine de Bouftou,6.49,8,51.92,Laine de Boufton Blanc,16.40,8,131.20,Poils du Sanglier,38.39,4,153.56,Teinture Magique de Rougeur,419.94,1,419.94,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape Itou Lascione,3982.05,N/A,N/A,Poils de Wabbit,4.74,10,47.40,Plume du Kwak de Terre,429.98,2,859.96,Plume du Kwak de Flamme,1500.00,2,3000.00,Poils de Barbe du Grand Pa Wabbit,74.69,1,74.69,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape de Bowisse,1418.90,11500.00,710.49%,Peau de Larve Verte,8.00,50,400.00,Laine de Boufton Blanc,16.40,10,164.00,Laine de Bouftou,6.49,10,64.90,Teinture Magique Verdâtre,790.00,1,790.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape de l'Homme Ours,4564.93,1999.00,-56.21%,Poils de Wabbit,4.74,1,4.74,Etoffe d'Ours,4499.80,1,4499.80,Poils de souris,22.00,1,22.00,Poils du Sanglier,38.39,1,38.39,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape du Justicier,7966.13,N/A,N/A,Poils de souris,22.00,100,2200.00,Poils du Sanglier,38.39,25,959.75,Etoffe de Croc Gland,1199.99,4,4799.96,Laine du Chef de Guerre Bouftou,3.21,2,6.42,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape du Poolay Chogrelotant,2853.28,8000.00,180.38%,Plume du Dernier Poolay,2799.60,1,2799.60,Poils de Grand Pa Wabbit,6.00,1,6.00,Etoffe du Sanglier,7.72,1,7.72,Poils du Mulou,39.96,1,39.96,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape du Tofu,3488.75,6000.00,71.98%,Plumes de Tofu,12.65,35,442.75,Bec du Tofu,53.97,30,1619.10,Oeuf de Tofu,14.43,30,432.90,Plume du Batofu,994.00,1,994.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape du Tofu Fou,3816.67,3900.00,2.18%,Plumes de Tofu,12.65,100,1265.00,Teinture Magique Sombre,1250.00,1,1250.00,Laine de Boufton Noir,2.97,1,2.97,Laine de Bouftou Royal,1298.70,1,1298.70,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Cape du Vampire,891.23,4999.00,460.91%,Laine de Bouftou,6.49,10,64.90,Sang du Vampire,389.99,1,389.99,Laine de Boufton Blanc,16.40,1,16.40,Teinture Magique de Rougeur,419.94,1,419.94,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Casque amélioré,552.63,89.97,-83.72%,Moustache du Mufafah,68.73,1,68.73,Casque,415.00,1,415.00,Plume de fesse du Kido,29.93,1,29.93,Etoffe de Ouassingue,38.97,1,38.97,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Chapeau Pointu,54238.50,60000.00,10.62%,Poils du Sanglier,38.39,6,230.34,Plume Pointue de Kwak du Vent,53998.00,1,53998.00,Cuir du Chef de Guerre Bouftou,6.95,1,6.95,Laine du Chef de Guerre Bouftou,3.21,1,3.21,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Coiffe de l'Homme Ours,6185.80,6998.00,13.13%,Poils d'Ours,196.00,1,196.00,Etoffe d'Ours,4499.80,1,4499.80,Peau d'Ours,500.00,1,500.00,Ours Déchiqueté,990.00,1,990.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Coiffe du Bouftou,2743.21,648.00,-76.38%,Laine de Bouftou,6.49,150,973.50,Laine de Boufton Blanc,16.40,100,1640.00,Laine du Chef de Guerre Bouftou,3.21,40,128.40,Cervelle de Bouftou,1.31,1,1.31,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Crystal O'Boul,2693.70,8000.00,196.99%,Poils du Sanglier,38.39,10,383.90,Poils de souris,22.00,10,220.00,Ficelle en Lin,9.00,10,90.00,Pierre de Crystaloboule,1999.80,1,1999.80,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Houde,930.99,1187.00,27.50%,Ficelle en Lin,9.00,10,90.00,Poils du Sanglier,38.39,10,383.90,Peau de Larve Verte Magique,444.44,1,444.44,Plumes de Tofu,12.65,1,12.65,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Jouik Krampe,948.47,1948.00,105.38%,Poils de Black Tiwabbit,89.98,10,899.80,Laine de Boufton Noir,2.97,10,29.70,Sac à Patates Sombre,9.97,1,9.97,Ficelle en Lin,9.00,1,9.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Kaskofu,2469.30,4250.00,72.11%,Plumes de Tofu,12.65,25,316.25,Bec du Tofu,53.97,18,971.46,Oeuf de Tofu,14.43,13,187.59,Plume du Batofu,994.00,1,994.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
La Boufteuse,2625.90,N/A,N/A,Laine de Bouftou,6.49,10,64.90,Laine de Boufton Blanc,16.40,10,164.00,Plume du Kwak de Glace,199.00,2,398.00,Teinture Magique Bleutée,1999.00,1,1999.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
